Pupils,Girls,Boys,Gross_salary_year,Total_Teachers,Total_Teaching_Assistants ,Non_classroom_based_support,Full_Time_Teachers,Pupil_Teacher_Ratio,Grammer_score_AVERAGE,Math_score_AVERAGE,Reading_score_AVERAGE,School_Phase
250,50.4,49.6,38740,11,16,4,10,24.8,101,102,103,Primary
304,46.1,53.9,39579,14,9,3,11.5,26.4,105,104,106,Primary
255,44.7,55.3,36950,12,16,5,11.6,21.7,0,0,0,Primary
233,45.5,54.5,39172,9,10,3,8.6,27,0,0,0,Primary
178,52.8,47.2,34307,12,11,8,11.6,14.6,100,100,100,Primary
237,53.6,46.4,36895,13,13,8,12.6,18.1,0,0,0,Primary
251,45.4,54.6,39462,14,14,8,11.3,21.4,102,102,105,Primary
215,46.5,53.5,39840,11,10,3,9.6,22.4,0,0,0,Primary
466,51.3,48.7,38654,21,17,5,19.9,22.8,106,108,108,Primary
469,52.5,47.5,37104,20,23,11,19,23.3,103,103,100,Primary
190,54.7,45.3,37589,11,14,3,10.4,17.8,105,103,103,Primary
418,51.7,48.3,44536,18,22,5,16.8,23.8,0,0,0,Primary
213,53.5,46.5,38524,10,11,3,9.6,22.2,106,106,105,Primary
358,50.8,49.2,37144,18,20,3,14.8,23.7,104,106,102,Primary
373,43.7,56.3,36509,20,12,4,17.5,20.6,102,103,107,Primary
242,54.5,45.5,40923,12,13,2,9.8,23.7,106,107,105,Primary
469,51,49,38733,19,27,10,18,25.5,0,0,0,Primary
178,54.5,45.5,41547,8,5,2,8,22.3,107,107,106,Primary
227,50.2,49.8,39759,10,15,4,9.2,24.3,98,98,102,Primary
110,44.5,55.5,37674,5,7,2,4.9,22.4,0,0,0,Primary
319,48.6,51.4,37330,12,17,2,11.2,27.3,106,106,106,Primary
215,45.6,54.4,39106,10,12,2,10,21.5,0,0,0,Primary
233,50.6,49.4,39172,13,14,2,11.2,20,108,103,106,Primary
253,50.2,49.8,37327,12,16,9,10.7,22.5,107,104,108,Primary
218,47.7,52.3,37295,11,12,4,9.7,22,104,102,104,Primary
240,47.5,52.5,39792,11,17,2,10.5,21.5,0,0,0,Primary
138,53.6,46.4,36819,8,6,2,6,23,102,102,104,Primary
239,51,49,37966,10,12,3,9.7,23.9,105,98,103,Primary
167,52.7,47.3,40196,12,10,2,11.7,13.5,107,106,105,Primary
216,49.5,50.5,39459,8,15,3,8,27,103,105,105,Primary
235,48.1,51.9,38753,11,10,9,10.3,22.4,105,101,104,Primary
226,47.3,52.7,39930,11,10,2,10,22.5,105,106,103,Primary
244,54.5,45.5,41556,11,17,3,10.4,21.9,0,0,0,Primary
230,45.7,54.3,36915,13,12,5,11.3,19.6,104,102,104,Primary
210,47.1,52.9,34972,12,14,7,10.2,20.6,108,106,107,Primary
235,52.8,47.2,36961,11,10,13,11,21,103,103,101,Primary
177,48.6,51.4,37475,11,9,2,9.3,18.5,99,98,102,Primary
452,46.7,53.3,35050,23,18,3,22.2,19.8,103,105,103,Primary
237,50.6,49.4,41066,9,8,3,8.2,27.6,106,107,106,Primary
441,49.9,50.1,37339,22,27,4,19.8,21.9,109,108,107,Primary
196,48.5,51.5,36028,10,10,3,9.7,19.5,107,106,105,Primary
237,47.3,52.7,38202,12,12,3,10.3,22.2,105,106,107,Primary
261,53.3,46.7,38572,12,8,2,11.8,21.6,0,0,0,Primary
245,50.2,49.8,35624,13,16,10,12.2,20,105,106,105,Primary
814,51.6,48.4,43688,52,7,22,50.6,16.1,100,99,101,Secondary
1034,50.7,49.3,42151,65,17,30,62.4,16.6,0,0,0,Secondary
819,51.5,48.5,41426,51,6,15,49.9,16.4,0,0,0,Secondary
765,52.3,47.7,41210,51,8,9,50.2,15.2,106,103,104,Secondary
237,53.2,46.8,38898,10,11,1,8.4,27,0,0,0,Primary
803,51.7,48.3,41752,55,12,22,50.7,15.8,103,101,103,Secondary
459,46.6,53.4,36439,19,20,5,18.2,25.2,105,104,106,Primary
1316,57.5,42.5,38165,84,17,33,81.8,16.1,105,106,109,Secondary
1261,56.4,43.6,38558,77,13,26,75.7,16.7,0,0,0,Secondary
894,48.8,51.2,43278,52,13,30,50.8,17.6,105,103,104,Secondary
997,0.8,99.2,41317,76,10,15,74.2,13.4,110,107,107,Secondary
965,100,0,41547,66,11,18,62.2,15.5,104,100,104,Secondary
837,0,100,39613,53,14,15,51.6,16.2,102,99,107,Secondary
442,48.9,51.1,38010,21,19,4,15.1,28.1,101,100,103,Primary
458,50.7,49.3,37919,22,13,3,21.2,21.6,107,105,106,Primary
683,63,37,40334,43,12,13,41,16.7,111,109,106,Secondary
604,65.9,34.1,39044,40,5,17,38.8,15.6,0,0,0,Secondary
262,49.6,50.4,35163,12,14,2,12,21.1,101,102,105,Primary
101,49.5,50.5,33285,5,5,1,4.8,20.9,106,103,105,Primary
247,48.2,51.8,38686,13,7,6,12.6,18.8,108,109,105,Primary
421,48.9,51.1,36202,22,17,1,18.5,22.2,114,113,110,Primary
433,46.4,53.6,39412,17,13,2,17,24.6,107,105,107,Primary
424,50.7,49.3,31568,22,16,9,20.1,20.4,105,105,103,Primary
458,52,48,33091,19,13,12,19,22.9,108,107,108,Primary
677,52.4,47.6,37304,34,45,5,30.2,21.8,104,103,108,Primary
264,49.2,50.8,38869,12,10,2,11.3,23.3,107,105,107,Primary
233,49.8,50.2,33518,12,16,4,11.8,19.1,107,105,106,Primary
226,50.9,49.1,34432,10,11,3,8.9,24.7,108,106,106,Primary
476,52.3,47.7,35683,18,21,9,17.6,27,103,105,105,Primary
305,54.8,45.2,32955,17,12,3,16.6,17.6,0,0,0,Primary
286,43.4,56.6,37780,15,10,2,13.7,20.8,106,103,103,Primary
389,50.4,49.6,37043,16,20,4,15.8,23.7,110,108,107,Primary
838,54.7,45.3,39934,47,13,18,46,18.2,102,101,100,Secondary
629,53.7,46.3,41352,38,10,20,36.9,17,105,104,104,Secondary
397,52.9,47.1,36289,22,23,7,19.7,19.6,102,99,96,Primary
456,48.7,51.3,34257,20,20,8,20,22.2,107,106,107,Primary
155,43.9,56.1,39934,14,1,4,12.3,12.6,110,107,105,Secondary
473,47.8,52.2,41022,23,20,10,20.4,22.9,108,107,108,Primary
509,47.3,52.7,37425,22,29,6,21.2,23.4,108,107,102,Primary
461,49,51,38975,22,26,4,20.6,21.6,108,109,109,Primary
227,52.4,47.6,37747,11,11,2,10.2,21.3,104,103,102,Primary
235,52.3,47.7,41145,10,15,3,8.6,26,105,103,105,Primary
293,44,56,39875,15,34,4,14.6,19.1,99,98,101,Primary
213,48.8,51.2,39976,9,16,3,9,23.7,111,107,108,Primary
349,45.6,54.4,37185,16,40,6,13.2,24.1,104,104,101,Primary
241,49.4,50.6,40202,14,20,4,12.1,19.1,110,107,111,Primary
479,42,58,38801,21,31,5,19.4,24.7,105,103,106,Primary
473,47.6,52.4,39822,21,29,5,17.6,25.6,104,101,101,Primary
470,50,50,41177,20,23,3,18.2,24.8,107,107,107,Primary
176,44.3,55.7,37714,9,11,4,9,19.6,108,106,106,Primary
205,53.7,46.3,43230,11,27,2,11,18.6,103,103,103,Primary
255,49.8,50.2,39125,12,31,4,11.4,21.1,109,108,108,Primary
231,49.8,50.2,37314,12,21,7,12,19.3,105,107,107,Primary
322,45,55,34090,16,17,2,15.6,20.3,,,,Primary
214,53.3,46.7,39849,8,15,3,8,26.8,106,102,106,Primary
205,46.3,53.7,40707,10,19,5,9.2,22.3,107,106,104,Primary
442,45.9,54.1,41274,20,27,5,18.6,23.3,105,105,108,Primary
251,49,51,39093,12,34,7,12,18.9,0,0,0,Primary
358,47.8,52.2,36871,15,42,2,14.1,24.7,105,107,106,Primary
406,49,51,35888,21,22,5,19.5,20.8,101,102,102,Primary
420,48.6,51.4,40747,19,28,2,15.9,26.4,111,110,110,Primary
191,55,45,40683,12,12,3,10.6,18,101,101,103,Primary
388,49,51,38253,22,24,7,20.7,18.8,0,0,0,Primary
207,49.3,50.7,36598,9,20,3,8.9,23.3,107,106,103,Primary
472,50.8,49.2,39404,24,32,4,19.9,23.3,0,0,0,Primary
204,50.5,49.5,38908,11,15,7,10.4,19.6,105,105,106,Primary
201,47.8,52.2,39650,10,19,2,10,20.1,0,0,0,Primary
200,44,56,41995,11,15,3,10.1,19.8,105,103,99,Primary
192,45.8,54.2,41549,10,14,2,8,24,0,0,0,Primary
267,47.2,52.8,37951,13,17,5,12.4,21.6,110,109,110,Primary
408,51.2,48.8,38994,18,38,6,17,24,106,104,105,Primary
209,50.7,49.3,44830,9,15,2,8.6,24.4,106,106,108,Primary
206,48.1,51.9,41631,11,21,2,10.1,20.3,0,0,0,Primary
212,50.9,49.1,38964,9,9,1,7.8,27,108,107,107,Primary
354,48,52,38354,24,29,6,21.4,16,103,98,102,Primary
444,48.4,51.6,40850,18,35,5,17.1,25,104,103,106,Primary
353,53.8,46.2,40686,15,34,5,14.7,23.7,106,109,106,Primary
204,50,50,35066,10,15,3,9.5,21.4,114,110,110,Primary
208,47.1,52.9,44256,11,15,2,10.5,19.7,109,110,105,Primary
133,58.6,41.4,37657,8,8,1,8,16.6,108,107,107,Primary
139,39.6,60.4,38953,8,13,2,8,17.4,102,103,103,Primary
236,52.1,47.9,40816,10,12,3,10,22.7,0,0,0,Primary
202,47.5,52.5,37952,10,16,4,8.7,23.1,108,105,106,Primary
424,46.9,53.1,42428,22,42,8,20.7,19.9,107,105,104,Primary
211,46,54,37579,8,20,4,8,26.4,104,102,103,Primary
201,51.2,48.8,40261,11,19,4,10.8,18.6,101,101,99,Primary
203,43.3,56.7,41893,9,13,3,9,22.6,110,108,109,Primary
160,50,50,40075,11,9,3,9.8,16.3,109,108,111,Primary
213,43.7,56.3,40171,10,20,6,9.5,22.5,105,104,104,Primary
233,52.4,47.6,37210,10,15,3,9.8,22.7,111,110,108,Primary
207,46.9,53.1,37247,11,3,3,10.1,20.4,104,102,104,Primary
335,45.4,54.6,39816,15,28,3,13.5,24.8,0,0,0,Primary
126,51.6,48.4,39379,9,19,2,7.4,17.1,103,101,103,Primary
199,42.7,57.3,35867,8,24,1,8,24.9,108,106,108,Primary
137,55.5,44.5,40628,6,12,2,6,22.8,106,106,105,Primary
417,47.5,52.5,39828,17,24,4,17,24.5,0,0,0,Primary
207,54.6,45.4,41245,9,18,2,8.2,25.3,109,106,107,Primary
203,46.8,53.2,44091,11,20,3,10.2,19.9,111,107,107,Primary
180,52.2,47.8,41305,11,20,2,10.2,16.9,104,108,105,Primary
227,47.6,52.4,39680,14,23,2,12.2,18,105,108,103,Primary
172,58.7,41.3,38779,10,9,2,10,17.2,111,108,109,Primary
181,51.4,48.6,39826,10,9,2,8.8,20.6,106,104,105,Primary
210,47.6,52.4,42271,9,16,2,8.2,25.6,110,108,108,Primary
314,47.8,52.2,39767,14,14,5,12.6,24.9,105,105,107,Primary
207,49.8,50.2,40096,11,18,3,8.7,23.8,107,106,105,Primary
204,51,49,38622,10,9,2,10,20.4,105,104,104,Primary
248,48.8,51.2,38973,11,19,4,10.6,22,103,103,102,Primary
302,51,49,37226,19,21,3,17.6,16.5,106,105,105,Primary
195,52.8,47.2,39859,11,16,2,9.4,20.7,102,101,101,Primary
217,51.2,48.8,37175,12,16,7,10,21.4,105,104,100,Primary
203,47.8,52.2,41339,12,25,4,10,19.8,103,101,100,Primary
210,43.3,56.7,41253,10,16,3,8.6,24.4,108,105,107,Primary
211,45.5,54.5,43614,10,15,3,9.6,22,101,101,101,Primary
419,51.3,48.7,36617,19,41,6,18,23.3,105,104,102,Primary
179,57,43,37586,10,19,3,9.2,19.5,104,105,104,Primary
225,52,48,36864,13,14,3,11.5,19.6,107,106,107,Primary
206,51,49,36380,16,23,3,14.2,14.5,109,107,105,Primary
960,49.3,50.7,41859,62,14,36,58.3,16.5,102,101,103,Secondary
975,49.3,50.7,41704,63,21,24,60.3,16.2,105,106,105,Secondary
905,47.8,52.2,39915,64,11,21,62.2,14.6,106,105,103,Secondary
908,48.2,51.8,41248,60,20,17,58,15.6,105,102,103,Secondary
681,48,52,41331,43,11,17,40.5,16.8,107,106,107,Secondary
1368,53.7,46.3,38748,96,23,32,87.3,15.7,104,105,105,Secondary
971,49,51,40366,67,25,24,61.2,15.9,108,109,107,Secondary
980,49.5,50.5,41269,69,16,14,62.2,15.8,105,106,103,Secondary
1549,50.6,49.4,40853,103,14,39,97.9,15.8,105,104,104,Secondary
1201,52.3,47.7,40973,83,16,24,73.9,16.2,108,107,105,Secondary
203,46.8,53.2,38150,11,19,4,10.6,19.1,103,103,101,Primary
194,45.9,54.1,39240,10,16,2,8.8,22,101,102,98,Primary
398,53.5,46.5,40025,21,58,8,20.6,19.3,109,107,109,Primary
322,45.3,54.7,39835,16,18,3,15.7,19.9,108,107,108,Primary
492,49,51,42771,24,51,13,22.3,20.7,110,106,108,Primary
418,49.5,50.5,39914,23,25,7,20.5,19.2,108,107,107,Primary
1301,48.7,51.3,41737,78,16,24,76.2,17.1,104,106,105,Secondary
623,49.3,50.7,43075,43,14,17,41.4,15,108,105,109,Secondary
416,46.4,53.6,37279,17,18,8,16,25.6,106,106,105,Primary
1043,50.6,49.4,39456,75,34,31,67.5,15.5,101,103,107,Secondary
115,37.4,62.6,43124,12,1,7,11.2,10.3,109,111,109,Secondary
398,46.7,53.3,33405,34,12,10,33.8,11.8,105,105,103,Secondary
859,51.2,48.8,40035,63,15,18,59.4,14.5,107,106,103,Secondary
500,46.6,53.4,38735,20,29,19,20,24.1,107,106,103,Primary
572,50.5,49.5,37764,31,21,5,27.5,20.3,110,108,108,Primary
261,52.5,47.5,38182,10,12,16,9.6,25.1,108,106,104,Primary
204,48,52,40310,10,14,4,9.8,20,107,106,105,Primary
282,46.1,53.9,35293,12,19,2,11.2,25.2,110,107,107,Primary
448,50.4,49.6,34636,19,26,3,17.7,24.7,111,109,108,Primary
309,46.3,53.7,42354,22,25,9,21.3,14.5,109,107,109,Primary
210,54.3,45.7,36906,9,14,1,8.1,25.9,105,107,107,Primary
688,47.2,52.8,37278,39,20,21,37,18.6,110,106,105,Secondary
326,49.7,50.3,36777,15,31,3,14.4,21.8,108,107,107,Primary
473,48,52,36257,23,41,10,22.3,21.2,107,106,104,Primary
216,48.1,51.9,38077,11,22,4,8.8,24.5,109,108,107,Primary
388,51.5,48.5,40670,17,18,4,17,22.8,105,102,104,Primary
1272,47.2,52.8,40537,78,19,27,70.7,18,107,104,106,Secondary
245,45.3,54.7,41774,13,30,10,12,18.8,107,106,105,Primary
365,52.9,47.1,35290,17,23,15,16.8,20.2,109,108,110,Primary
665,49.9,50.1,38649,51,9,24,48,13.9,107,105,105,Secondary
206,49.5,50.5,40011,10,27,6,9.6,21.5,105,105,104,Primary
540,51.3,48.7,37846,26,36,14,23.1,22.7,100,99,104,Primary
841,47.7,52.3,38161,58,15,27,57,14.8,102,102,99,Secondary
208,48.1,51.9,41779,9,10,5,8.2,25.4,113,109,108,Primary
141,46.8,53.2,40796,6,11,2,4.5,31.3,110,109,107,Primary
367,46.6,53.4,37274,16,14,5,14.1,25.1,113,111,112,Primary
317,42.6,57.4,35655,17,19,4,16.6,18.6,105,103,102,Primary
330,47.3,52.7,39419,22,20,4,16.4,20.1,105,104,104,Primary
442,45.5,54.5,34570,20,27,3,18.2,23,109,108,106,Primary
303,50.2,49.8,38651,13,21,6,11.7,23.7,106,103,107,Primary
269,49.4,50.6,35497,16,11,4,14.9,17.2,106,105,109,Primary
256,46.1,53.9,34724,13,13,8,11.9,20.5,107,107,109,Primary
130,49.2,50.8,39401,8,10,2,6.4,20.2,105,102,105,Primary
137,46,54,41109,11,12,2,8.8,15.6,109,104,112,Primary
137,43.1,56.9,39113,8,9,2,7.2,19,107,106,109,Primary
250,48.4,51.6,37598,13,14,2,10.2,23.1,104,102,103,Primary
175,49.1,50.9,36956,10,8,2,7.8,22.3,107,107,111,Primary
150,48.7,51.3,44683,8,7,1,6.4,23.5,106,106,107,Primary
238,45.8,54.2,43174,11,8,3,9.4,23.9,97,99,98,Primary
201,57.2,42.8,37624,12,10,2,10.6,19,103,102,102,Primary
305,50.8,49.2,40014,15,22,2,14.5,19.9,106,105,106,Primary
204,46.6,53.4,41759,10,9,3,9.1,22.4,105,100,102,Primary
213,54.9,45.1,42558,13,8,3,9.7,21.9,104,103,103,Primary
464,49.4,50.6,36788,27,29,11,22.6,19.7,101,99,102,Primary
284,47.5,52.5,37755,13,12,4,11.4,23,108,106,105,Primary
241,53.5,46.5,41489,12,16,4,11,20.4,103,102,102,Primary
355,51.3,48.7,36947,16,15,5,15.4,21.4,107,107,107,Primary
324,50.6,49.4,37625,14,17,4,12.2,24.7,103,104,103,Primary
385,45.7,54.3,34328,22,36,3,19.6,19.6,105,102,105,Primary
201,49.8,50.2,37064,13,16,2,10.8,18.6,107,105,107,Primary
154,50.6,49.4,40410,7,5,2,6.1,25.3,105,105,104,Primary
208,41.3,58.7,39611,10,12,2,9.4,22.2,104,106,106,Primary
228,54.4,45.6,37208,10,12,2,9.1,24,107,106,106,Primary
217,58.1,41.9,40004,13,8,6,9.6,21.7,107,105,103,Primary
231,42,58,41463,10,10,3,9,24.9,102,102,102,Primary
143,48.3,51.7,40785,8,8,3,7.5,19.1,106,104,105,Primary
126,50.8,49.2,35739,9,7,2,6.9,18.3,105,106,108,Primary
149,55.7,44.3,42601,9,10,5,8.1,17.4,104,101,102,Primary
1636,48.8,51.2,39994,101,16,37,94,17.4,107,107,105,Secondary
1032,50.2,49.8,39574,64,18,19,62.1,16.6,,,,Secondary
325,51.1,48.9,35392,15,19,8,15,20.5,103,104,104,Primary
316,49.1,50.9,39013,18,23,6,14.2,21.3,106,102,103,Primary
344,46.5,53.5,38630,19,20,6,16.1,20.6,104,106,105,Primary
805,50.8,49.2,40821,48,15,15,46.4,17.3,105,108,106,Secondary
324,52.2,47.8,33965,17,13,6,14.9,20.3,107,105,105,Primary
440,48.2,51.8,38757,22,33,6,19.1,22.2,0,0,0,Primary
1956,48,52,40072,135,59,40,127.9,15.3,0,0,0,Secondary
539,53.6,46.4,36484,27,35,7,25.5,20.3,107,105,107,Primary
223,55.2,44.8,35281,11,12,2,9.1,24.5,107,107,106,Primary
222,48.6,51.4,34767,12,9,4,11,20,107,105,107,Primary
476,51.5,48.5,38724,20,22,7,18.5,24.8,105,102,104,Primary
329,48.6,51.4,35433,15,17,2,14.8,20.5,112,108,110,Primary
312,49,51,40837,13,14,5,12.2,25.6,103,104,105,Primary
388,50.8,49.2,33312,18,23,15,17.8,20.9,105,104,105,Primary
340,50,50,40886,15,15,6,14,22.5,100,98,99,Primary
307,49.5,50.5,38018,16,17,4,15,20.5,108,103,110,Primary
240,46.3,53.8,41147,13,7,3,13,18.5,102,102,102,Primary
283,49.1,50.9,35886,16,13,6,15.6,17.4,,,,Primary
304,47,53,35556,11,14,5,11,26.2,,,,Primary
248,46.8,53.2,33676,11,13,2,10.6,21,,,,Primary
211,50.2,49.8,35443,10,11,4,9.4,22.4,102,106,100,Primary
236,50.8,49.2,33209,13,19,4,12.7,17.9,108,106,107,Primary
328,49.4,50.6,35782,17,14,6,16,19.4,108,109,107,Primary
985,48.6,51.4,39130,48,45,16,44,22.4,108,106,107,Secondary
1167,52.4,47.6,37882,61,20,26,56.6,20.6,106,105,105,Secondary
245,54.3,45.7,35926,12,12,3,11.4,21.1,0,0,0,Primary
242,49.6,50.4,38505,10,14,5,9.6,24,105,103,105,Primary
422,48.1,51.9,39440,21,17,4,20.2,19.7,,,,Primary
251,52.6,47.4,37174,12,15,3,10.1,23,101,99,100,Primary
229,45,55,39725,12,13,5,10.2,21.5,107,105,106,Primary
306,51.3,48.7,32352,10,15,1,9.1,32.2,108,105,105,Primary
1194,47.5,52.5,36971,55,16,15,54.4,21.9,107,108,105,Secondary
241,47.3,52.7,33885,13,18,3,11.1,20.6,104,97,104,Primary
308,51.3,48.7,37413,14,13,4,14,20.3,107,106,106,Primary
152,52,48,35247,10,8,2,9,16.9,,,,Primary
128,38.3,61.7,40550,7,15,6,6.8,18.8,,,,Primary
357,49.3,50.7,32194,19,18,4,18.6,18.3,105,106,106,Primary
465,49.2,50.8,40335,24,31,9,20.7,21.2,0,0,0,Primary
334,48.5,51.5,36968,15,26,6,12.8,24.3,107,105,105,Primary
221,50.7,49.3,42103,9,18,3,8.5,26,101,103,101,Primary
221,47.1,52.9,46142,10,12,4,8.9,24,104,103,102,Primary
392,50.3,49.7,35105,17,28,5,16.4,22.6,103,102,103,Primary
427,47.5,52.5,35563,20,20,6,18.4,22.3,103,104,108,Primary
228,44.3,55.7,38282,12,12,3,10.9,19.5,107,107,104,Primary
1164,50.2,49.8,36361,75,14,18,72.6,16,0,0,0,Secondary
446,51.3,48.7,35497,19,31,7,17.2,24.8,105,103,108,Primary
228,52.2,47.8,36033,8,14,3,7.9,26.4,100,101,101,Primary
228,51.8,48.2,38219,11,16,3,9.8,22.3,106,106,106,Primary
382,46.6,53.4,37781,16,17,6,15.6,23.5,106,107,107,Primary
308,53.2,46.8,43406,17,12,5,14.5,20.6,0,0,0,Primary
1117,50,50,39369,51,44,20,50,22,100,102,102,All through
1160,48.8,51.2,36012,58,13,28,57,20.4,101,99,103,Secondary
433,50.8,49.2,37571,19,21,7,18.1,22.4,108,106,106,Primary
105,58.1,41.9,33718,7,7,2,5.3,17.5,0,0,0,Primary
319,48.9,51.1,34629,16,22,2,16,19.9,100,100,104,Primary
77,39,61,43090,7,4,2,3.6,21.2,104,101,106,Primary
205,51.2,48.8,36936,11,20,4,9.9,19.5,101,102,101,Primary
297,54.2,45.8,37132,13,13,4,12.9,21.3,104,107,103,Primary
240,47.5,52.5,38827,12,15,3,9.8,24.5,103,104,107,Primary
161,53.4,46.6,37176,13,9,3,10.2,15.8,104,103,107,Primary
400,49.3,50.8,36108,18,37,6,17.2,21.9,104,105,108,Primary
284,45.4,54.6,35989,12,22,10,12,22.9,104,106,104,Primary
215,45.1,54.9,36871,10,14,4,9.2,23.2,0,0,0,Primary
183,45.4,54.6,40208,9,12,3,8.2,20.6,102,100,102,Primary
344,49.4,50.6,37229,14,16,6,13.6,23.6,108,108,109,Primary
362,53.6,46.4,33958,17,15,4,16.4,22.1,98,97,97,Primary
189,51.9,48.1,37953,8,8,3,8,21.7,109,105,107,Primary
204,46.1,53.9,39884,10,12,2,8,22.8,107,108,107,Primary
149,55,45,39691,6,8,5,5.8,25.7,104,103,101,Primary
276,50.4,49.6,37671,16,18,10,13.8,18.7,105,102,105,Primary
215,47.4,52.6,35153,13,21,1,11.9,17.4,105,106,105,Primary
203,54.7,45.3,39169,10,9,3,9.4,21.6,103,103,103,Primary
181,51.4,48.6,39903,9,10,7,7.8,21.3,109,105,109,Primary
214,53.7,46.3,39184,13,9,2,9.5,22.5,,,,Primary
299,48.8,51.2,37158,14,21,2,13.2,21,106,105,105,Primary
388,51,49,36657,16,30,6,15.8,23.9,0,0,0,Primary
462,46.1,53.9,37221,22,19,5,20.5,21.3,103,105,103,Primary
279,56.6,43.4,39408,14,12,2,12.7,21,104,103,105,Primary
374,54.8,45.2,38264,21,20,6,18.8,19,104,106,108,Primary
293,47.1,52.9,38498,13,15,5,12.6,22,101,101,99,Primary
373,49.6,50.4,38585,15,12,5,13.7,26.2,98,103,102,Primary
322,55,45,38847,16,21,2,14,22.1,98,96,99,Primary
392,48,52,38410,19,23,7,17.6,21,107,107,107,Primary
280,50.7,49.3,39322,14,18,5,13.8,19.5,111,107,106,Primary
465,44.5,55.5,37051,21,23,4,19.3,23,102,103,104,Primary
338,50.6,49.4,33901,17,20,6,16.6,19.6,107,107,107,Primary
210,47.6,52.4,38606,11,10,3,8.8,23.8,104,100,104,Primary
212,50.5,49.5,39922,10,11,3,8.5,24.9,105,104,107,Primary
198,51.5,48.5,26642,8,8,3,7.5,25.8,112,108,111,Primary
345,48.7,51.3,37502,17,17,4,15.2,21.9,104,104,105,Primary
194,50,50,39935,10,10,2,9,21.6,0,0,0,Primary
153,55.6,44.4,37500,6,13,2,6,24.1,103,101,101,Primary
139,56.1,43.9,41221,6,13,2,6,22.4,104,105,108,Primary
168,46.4,53.6,36025,9,8,2,9,18.7,112,108,109,Primary
185,48.6,51.4,37587,10,9,3,9.5,18.6,103,99,103,Primary
231,50.6,49.4,34615,13,14,4,12.2,17.7,0,0,0,Primary
404,49.3,50.7,34638,24,22,7,20.7,18.9,0,0,0,Primary
357,45.4,54.6,41034,18,29,5,16.2,20.8,107,107,109,Primary
362,49.2,50.8,36619,17,23,6,16.6,21,109,110,109,Primary
317,47.6,52.4,37815,16,21,8,14.8,20.5,105,103,103,Primary
423,46.3,53.7,36430,26,24,4,22.1,18.4,107,103,105,Primary
435,48.5,51.5,34409,22,21,7,19.7,21,109,107,110,Primary
1220,52.5,47.5,44115,95,23,27,85.1,14.3,108,106,105,Secondary
727,54.1,45.9,38874,42,20,14,41.8,17.4,106,106,107,Secondary
1108,48.1,51.9,37666,64,27,24,57.6,19.2,109,106,107,Secondary
997,50.5,49.5,40216,74,18,20,68.1,14.6,109,106,108,Secondary
706,51.3,48.7,36994,41,23,16,39.6,17.8,102,102,102,Secondary
667,50.2,49.8,39563,35,14,20,34,19.6,106,102,103,Secondary
245,48.2,51.8,39981,13,14,15,10.6,22.4,109,108,106,Primary
371,49.6,50.4,33166,17,20,5,16.6,22.3,106,105,107,Primary
1014,54.5,45.5,39262,62,13,15,60.2,16.8,105,104,102,Secondary
205,48.3,51.7,37102,10,13,4,9.6,18.3,109,110,110,Primary
1374,51.1,48.9,37432,93,25,26,89.5,15.4,108,105,110,Secondary
305,50.2,49.8,38833,16,13,6,12.6,22.1,105,104,103,Primary
369,54.5,45.5,32781,19,14,6,17.5,19.8,108,107,108,Primary
1963,52.2,47.8,40223,149,26,47,136.6,14.4,107,105,106,Secondary
1194,48.5,51.5,38189,85,27,32,81.5,14.7,110,108,107,Secondary
222,50.9,49.1,38523,9,10,6,8.5,24.9,111,109,112,Primary
235,48.9,51.1,35959,13,15,2,12,18.5,104,102,105,Primary
119,50.4,49.6,34087,7,6,3,6.6,16.6,108,105,107,Primary
744,50.3,49.7,38130,53,17,16,50.8,14.7,107,107,106,Secondary
319,50.8,49.2,38025,15,25,3,13.6,23.5,103,103,104,Primary
492,45.5,54.5,36064,35,13,15,33.3,14.8,107,105,109,Secondary
236,48.3,51.7,34630,11,12,4,9.2,25.1,108,105,107,Primary
467,49.9,50.1,37562,23,24,9,22,20.4,107,111,109,Primary
342,48.5,51.5,35617,17,16,5,15.8,20.4,109,108,109,Primary
337,54.6,45.4,42742,18,20,7,14.7,20.5,103,101,103,Primary
225,50.2,49.8,37892,12,14,3,11.2,19.5,0,0,0,Primary
378,51.3,48.7,35846,15,17,3,14.6,24.2,107,107,109,Primary
429,51.3,48.7,37429,17,23,9,15.5,26.7,107,107,106,Primary
1593,50.7,49.3,42076,106,13,36,93.3,17.1,106,105,106,Secondary
250,40.4,59.6,43477,18,9,5,17.6,14.2,104,100,101,Secondary
211,58.8,41.2,34493,9,13,5,8.9,22.9,0,0,0,Primary
344,46.8,53.2,40171,17,23,3,13.6,25.4,102,102,105,Primary
292,44.2,55.8,39138,14,12,3,13.3,22,102,101,100,Primary
179,55.3,44.7,40688,9,7,2,8.2,21.9,104,103,102,Primary
65,52.3,47.7,35848,4,4,4,3.9,16.1,0,0,0,Primary
472,48.3,51.7,,,,,,,102,97,105,Primary
356,50.6,49.4,40938,20,15,5,17.1,20.1,107,105,107,Primary
179,41.3,58.7,39424,9,6,5,8.4,19.9,105,102,105,Primary
235,53.6,46.4,36323,9,15,2,8.6,25.8,105,105,107,Primary
408,47.5,52.5,32701,18,23,8,17.2,22.5,112,109,105,Primary
100,39,61,34694,8,4,0,8,12.5,102,101,102,Secondary
1044,52.5,47.5,39273,62,28,21,54.1,19.3,108,107,104,Secondary
